,state_code_year,month,WET_DRY_SPELL,PRECIPITATION,TEMPERATURE,CLIMAT,STATE_YEAR_MONTH
12447,NM-2007,11,-1.7,0.42,46.1,steppe,NM-2007-11
13623,NM-2007,12,-0.87,1.47,35.0,steppe,NM-2007-12
688,NM-2008,1,-0.72,0.61,32.5,steppe,NM-2008-1
1864,NM-2008,2,-0.8,0.56,39.6,steppe,NM-2008-2
3040,NM-2008,3,-1.2,0.19,44.9,steppe,NM-2008-3
4216,NM-2008,4,-1.69,0.16,51.6,steppe,NM-2008-4
5392,NM-2008,5,-1.68,0.98,60.2,steppe,NM-2008-5
6568,NM-2008,6,-2.22,0.56,71.9,steppe,NM-2008-6
7744,NM-2008,7,1.55,4.06,72.0,steppe,NM-2008-7
8920,NM-2008,8,1.59,2.78,71.0,steppe,NM-2008-8
10096,NM-2008,9,-0.34,1.27,63.7,steppe,NM-2008-9
11272,NM-2008,10,-0.2,1.32,54.9,steppe,NM-2008-10
12448,NM-2008,11,-0.56,0.38,44.6,steppe,NM-2008-11
13624,NM-2008,12,-0.47,0.87,36.8,steppe,NM-2008-12
689,NM-2009,1,-1.08,0.2,37.8,steppe,NM-2009-1
1865,NM-2009,2,-1.7,0.19,41.8,steppe,NM-2009-2
3041,NM-2009,3,-2.26,0.49,47.2,steppe,NM-2009-3
4217,NM-2009,4,-2.67,0.46,51.7,steppe,NM-2009-4
5393,NM-2009,5,-3.06,0.91,63.6,steppe,NM-2009-5
6569,NM-2009,6,-2.8,1.48,69.0,steppe,NM-2009-6
7745,NM-2009,7,-2.46,2.67,74.8,steppe,NM-2009-7
8921,NM-2009,8,-3.37,1.26,72.2,steppe,NM-2009-8
10097,NM-2009,9,-3.02,1.75,63.9,steppe,NM-2009-9
11273,NM-2009,10,-2.62,1.17,52.5,steppe,NM-2009-10
12449,NM-2009,11,-2.75,0.4,45.2,steppe,NM-2009-11
13625,NM-2009,12,0.28,0.96,31.6,steppe,NM-2009-12
690,NM-2010,1,1.07,1.44,33.6,steppe,NM-2010-1
1866,NM-2010,2,1.67,1.18,35.1,steppe,NM-2010-2
3042,NM-2010,3,1.89,1.0,43.1,steppe,NM-2010-3
4218,NM-2010,4,2.14,0.87,52.7,steppe,NM-2010-4
5394,NM-2010,5,1.76,0.47,59.9,steppe,NM-2010-5
6570,NM-2010,6,1.54,0.89,72.6,steppe,NM-2010-6
7746,NM-2010,7,2.68,3.7,73.4,steppe,NM-2010-7
8922,NM-2010,8,-0.23,2.26,72.3,steppe,NM-2010-8
10098,NM-2010,9,-0.66,1.43,68.3,steppe,NM-2010-9
11274,NM-2010,10,-0.97,0.81,56.7,steppe,NM-2010-10
12450,NM-2010,11,-1.37,0.1,42.0,steppe,NM-2010-11
13626,NM-2010,12,-1.56,0.67,40.4,steppe,NM-2010-12
691,NM-2011,1,-2.02,0.08,33.8,steppe,NM-2011-1
1867,NM-2011,2,-2.05,0.34,35.0,steppe,NM-2011-2
3043,NM-2011,3,-2.97,0.15,49.2,steppe,NM-2011-3
4219,NM-2011,4,-3.75,0.25,55.6,steppe,NM-2011-4
5395,NM-2011,5,-4.36,0.23,59.6,steppe,NM-2011-5
6571,NM-2011,6,-5.26,0.17,73.1,steppe,NM-2011-6
7747,NM-2011,7,-5.65,1.7,76.6,steppe,NM-2011-7
8923,NM-2011,8,-6.03,1.84,76.0,steppe,NM-2011-8
10099,NM-2011,9,-5.61,1.66,66.3,steppe,NM-2011-9
11275,NM-2011,10,-5.15,1.08,55.3,steppe,NM-2011-10
12451,NM-2011,11,-4.86,0.47,43.5,steppe,NM-2011-11
13627,NM-2011,12,-3.29,1.83,31.4,steppe,NM-2011-12
692,NM-2012,1,-3.47,0.28,38.6,steppe,NM-2012-1
1868,NM-2012,2,-3.4,0.36,38.2,steppe,NM-2012-2
3044,NM-2012,3,-3.72,0.27,47.8,steppe,NM-2012-3
4220,NM-2012,4,-4.22,0.39,56.6,steppe,NM-2012-4
5396,NM-2012,5,-4.35,0.81,63.4,steppe,NM-2012-5
6572,NM-2012,6,-5.03,0.33,74.2,steppe,NM-2012-6
7748,NM-2012,7,-5.04,1.95,74.4,steppe,NM-2012-7
8924,NM-2012,8,-5.5,1.62,73.9,steppe,NM-2012-8
10100,NM-2012,9,-5.4,1.31,66.2,steppe,NM-2012-9
11276,NM-2012,10,-5.63,0.29,56.1,steppe,NM-2012-10
12452,NM-2012,11,-5.73,0.18,46.6,steppe,NM-2012-11
13628,NM-2012,12,-5.31,0.62,36.0,steppe,NM-2012-12
693,NM-2013,1,-4.89,0.5,32.0,steppe,NM-2013-1
1869,NM-2013,2,-4.59,0.39,36.1,steppe,NM-2013-2
3045,NM-2013,3,-4.74,0.22,46.6,steppe,NM-2013-3
4221,NM-2013,4,-5.14,0.18,52.6,steppe,NM-2013-4
5397,NM-2013,5,-5.72,0.22,61.6,steppe,NM-2013-5
6573,NM-2013,6,-6.12,0.64,74.1,steppe,NM-2013-6
7749,NM-2013,7,-4.6,3.48,73.0,steppe,NM-2013-7
8925,NM-2013,8,-4.56,2.16,72.3,steppe,NM-2013-8
10101,NM-2013,9,-2.3,4.19,66.0,steppe,NM-2013-9
11277,NM-2013,10,-2.39,0.43,52.6,steppe,NM-2013-10
12453,NM-2013,11,-1.98,0.86,42.7,steppe,NM-2013-11
13629,NM-2013,12,-2.06,0.4,34.5,steppe,NM-2013-12
694,NM-2014,1,-2.62,0.03,36.4,steppe,NM-2014-1
1870,NM-2014,2,-3.16,0.17,41.9,steppe,NM-2014-2
3046,NM-2014,3,-3.56,0.47,46.0,steppe,NM-2014-3
4222,NM-2014,4,-3.96,0.37,52.3,steppe,NM-2014-4
5398,NM-2014,5,-3.89,1.06,60.1,steppe,NM-2014-5
6574,NM-2014,6,-4.5,0.55,72.4,steppe,NM-2014-6
7750,NM-2014,7,0.54,3.19,74.2,steppe,NM-2014-7
8926,NM-2014,8,0.17,2.16,70.5,steppe,NM-2014-8
10102,NM-2014,9,1.11,3.15,66.5,steppe,NM-2014-9
11278,NM-2014,10,0.45,0.67,57.4,steppe,NM-2014-10
12454,NM-2014,11,0.37,0.63,42.4,steppe,NM-2014-11
13630,NM-2014,12,0.21,0.75,37.6,steppe,NM-2014-12
695,NM-2015,1,0.83,1.41,35.6,steppe,NM-2015-1
1871,NM-2015,2,0.63,0.72,41.4,steppe,NM-2015-2
3047,NM-2015,3,0.34,0.71,47.6,steppe,NM-2015-3
4223,NM-2015,4,0.22,0.74,52.5,steppe,NM-2015-4
5399,NM-2015,5,1.44,2.54,58.3,steppe,NM-2015-5
6575,NM-2015,6,1.51,1.57,71.6,steppe,NM-2015-6
7751,NM-2015,7,2.58,3.7,73.1,steppe,NM-2015-7
8927,NM-2015,8,1.79,2.05,73.4,steppe,NM-2015-8
10103,NM-2015,9,0.84,1.1,69.0,steppe,NM-2015-9
11279,NM-2015,10,2.01,2.89,57.5,steppe,NM-2015-10
12455,NM-2015,11,2.11,0.85,43.4,steppe,NM-2015-11
13631,NM-2015,12,2.2,1.05,35.9,steppe,NM-2015-12
600,NV-1992,1,-2.28,0.64,30.8,steppe,NV-1992-1
1776,NV-1992,2,-2.35,1.2,39.3,steppe,NV-1992-2
2952,NV-1992,3,-1.88,1.85,43.6,steppe,NV-1992-3
4128,NV-1992,4,-2.78,0.23,52.9,steppe,NV-1992-4
5304,NV-1992,5,-3.87,0.35,61.8,steppe,NV-1992-5
6480,NV-1992,6,-4.01,0.86,64.8,steppe,NV-1992-6
7656,NV-1992,7,-4.09,0.56,70.4,steppe,NV-1992-7
8832,NV-1992,8,-4.1,0.44,72.1,steppe,NV-1992-8
10008,NV-1992,9,-4.12,0.27,63.7,steppe,NV-1992-9
11184,NV-1992,10,0.09,1.03,54.3,steppe,NV-1992-10
12360,NV-1992,11,-0.17,0.56,35.7,steppe,NV-1992-11
13536,NV-1992,12,0.62,1.73,26.9,steppe,NV-1992-12
601,NV-1993,1,1.88,2.44,26.4,steppe,NV-1993-1
1777,NV-1993,2,2.8,1.81,30.4,steppe,NV-1993-2
2953,NV-1993,3,2.73,1.27,44.0,steppe,NV-1993-3
4129,NV-1993,4,2.17,0.42,47.0,steppe,NV-1993-4
5305,NV-1993,5,2.08,0.64,58.3,steppe,NV-1993-5
6481,NV-1993,6,2.89,1.46,61.0,steppe,NV-1993-6
7657,NV-1993,7,3.01,0.27,67.6,steppe,NV-1993-7
8833,NV-1993,8,0.04,0.37,68.6,steppe,NV-1993-8
10009,NV-1993,9,-0.4,0.17,62.3,steppe,NV-1993-9
11185,NV-1993,10,-0.2,0.94,51.3,steppe,NV-1993-10
12361,NV-1993,11,-0.36,0.51,35.3,steppe,NV-1993-11
13537,NV-1993,12,-0.8,0.49,31.3,steppe,NV-1993-12
602,NV-1994,1,-1.51,0.4,34.2,steppe,NV-1994-1
1778,NV-1994,2,-1.33,1.19,32.3,steppe,NV-1994-2
2954,NV-1994,3,-1.97,0.76,44.9,steppe,NV-1994-3
4130,NV-1994,4,-1.82,1.27,48.6,steppe,NV-1994-4
5306,NV-1994,5,-1.9,1.35,57.2,steppe,NV-1994-5
6482,NV-1994,6,-2.97,0.06,67.9,steppe,NV-1994-6
7658,NV-1994,7,-3.79,0.18,75.2,steppe,NV-1994-7
8834,NV-1994,8,-3.96,0.42,73.3,steppe,NV-1994-8
10010,NV-1994,9,-3.73,0.51,63.7,steppe,NV-1994-9
11186,NV-1994,10,-3.41,0.63,49.1,steppe,NV-1994-10
12362,NV-1994,11,0.93,1.63,31.0,steppe,NV-1994-11
13538,NV-1994,12,1.09,1.13,31.8,steppe,NV-1994-12
603,NV-1995,1,2.42,2.54,34.1,steppe,NV-1995-1
1779,NV-1995,2,1.65,0.5,42.8,steppe,NV-1995-2
2955,NV-1995,3,2.75,2.41,40.0,steppe,NV-1995-3
4131,NV-1995,4,3.11,1.36,44.7,steppe,NV-1995-4
5307,NV-1995,5,4.95,2.7,51.6,steppe,NV-1995-5
6483,NV-1995,6,6.48,1.48,59.8,steppe,NV-1995-6
7659,NV-1995,7,8.1,0.31,70.3,steppe,NV-1995-7
8835,NV-1995,8,7.67,0.27,71.1,steppe,NV-1995-8
10011,NV-1995,9,-0.29,0.23,64.3,steppe,NV-1995-9
11187,NV-1995,10,-0.98,0.05,51.7,steppe,NV-1995-10
12363,NV-1995,11,-1.87,0.29,45.6,steppe,NV-1995-11
13539,NV-1995,12,-1.35,1.61,35.1,steppe,NV-1995-12
604,NV-1996,1,-0.68,1.75,34.2,steppe,NV-1996-1
1780,NV-1996,2,-0.32,1.44,37.4,steppe,NV-1996-2
2956,NV-1996,3,-0.22,1.21,42.0,steppe,NV-1996-3
4132,NV-1996,4,-0.52,0.6,48.4,steppe,NV-1996-4
5308,NV-1996,5,-0.11,1.41,56.0,steppe,NV-1996-5
6484,NV-1996,6,-0.31,0.33,66.9,steppe,NV-1996-6
7660,NV-1996,7,-0.49,0.53,75.3,steppe,NV-1996-7
8836,NV-1996,8,-1.21,0.11,72.5,steppe,NV-1996-8
10012,NV-1996,9,-1.45,0.27,60.9,steppe,NV-1996-9
11188,NV-1996,10,0.14,0.88,50.0,steppe,NV-1996-10
12364,NV-1996,11,0.4,1.39,40.7,steppe,NV-1996-11
13540,NV-1996,12,1.43,2.27,34.2,steppe,NV-1996-12
605,NV-1997,1,2.5,2.15,32.0,steppe,NV-1997-1
1781,NV-1997,2,-0.04,0.48,34.8,steppe,NV-1997-2
2957,NV-1997,3,-0.81,0.25,44.5,steppe,NV-1997-3
4133,NV-1997,4,-0.78,0.81,45.4,steppe,NV-1997-4
5309,NV-1997,5,-1.22,0.39,60.5,steppe,NV-1997-5
6485,NV-1997,6,0.78,1.75,64.0,steppe,NV-1997-6
7661,NV-1997,7,0.96,0.65,70.1,steppe,NV-1997-7
8837,NV-1997,8,0.62,0.35,71.8,steppe,NV-1997-8
10013,NV-1997,9,1.42,1.31,63.3,steppe,NV-1997-9
11189,NV-1997,10,-0.25,0.47,49.9,steppe,NV-1997-10
12365,NV-1997,11,-0.41,0.88,41.0,steppe,NV-1997-11
13541,NV-1997,12,-0.83,0.52,29.7,steppe,NV-1997-12
606,NV-1998,1,-0.81,1.3,35.2,steppe,NV-1998-1
1782,NV-1998,2,1.57,2.94,33.5,steppe,NV-1998-2
2958,NV-1998,3,2.08,1.72,40.3,steppe,NV-1998-3
4134,NV-1998,4,2.38,1.19,43.9,steppe,NV-1998-4
5310,NV-1998,5,4.08,2.52,50.0,steppe,NV-1998-5
6486,NV-1998,6,5.79,1.78,59.7,steppe,NV-1998-6
7662,NV-1998,7,8.04,0.87,73.8,steppe,NV-1998-7
8838,NV-1998,8,7.56,0.28,73.2,steppe,NV-1998-8
10014,NV-1998,9,8.47,1.89,62.9,steppe,NV-1998-9
11190,NV-1998,10,8.11,1.13,47.9,steppe,NV-1998-10
12366,NV-1998,11,-0.09,0.87,39.5,steppe,NV-1998-11
13542,NV-1998,12,-0.59,0.42,30.4,steppe,NV-1998-12
607,NV-1999,1,-0.51,1.3,34.5,steppe,NV-1999-1
1783,NV-1999,2,-0.81,0.75,35.7,steppe,NV-1999-2
2959,NV-1999,3,-1.47,0.39,41.2,steppe,NV-1999-3
4135,NV-1999,4,-0.57,1.63,42.5,steppe,NV-1999-4
5311,NV-1999,5,-0.58,0.74,54.0,steppe,NV-1999-5
6487,NV-1999,6,-0.57,1.0,64.1,steppe,NV-1999-6
7663,NV-1999,7,-0.75,0.52,71.5,steppe,NV-1999-7
8839,NV-1999,8,-0.78,0.56,69.4,steppe,NV-1999-8
10015,NV-1999,9,-1.09,0.27,62.8,steppe,NV-1999-9
11191,NV-1999,10,-1.74,0.15,54.1,steppe,NV-1999-10
12367,NV-1999,11,-2.55,0.23,44.6,steppe,NV-1999-11
13543,NV-1999,12,-3.1,0.2,32.5,steppe,NV-1999-12
608,NV-2000,1,-2.83,1.43,35.0,steppe,NV-2000-1
1784,NV-2000,2,-1.9,2.28,38.3,steppe,NV-2000-2
2960,NV-2000,3,-1.89,0.97,41.0,steppe,NV-2000-3
4136,NV-2000,4,-2.25,0.69,51.5,steppe,NV-2000-4
5312,NV-2000,5,-2.42,1.06,58.6,steppe,NV-2000-5
6488,NV-2000,6,-3.04,0.25,68.1,steppe,NV-2000-6
7664,NV-2000,7,-3.74,0.04,72.4,steppe,NV-2000-7
8840,NV-2000,8,-3.11,1.03,72.3,steppe,NV-2000-8
10016,NV-2000,9,-3.12,0.33,62.2,steppe,NV-2000-9
11192,NV-2000,10,-1.91,1.65,50.0,steppe,NV-2000-10
12368,NV-2000,11,-1.94,0.39,33.8,steppe,NV-2000-11
13544,NV-2000,12,-2.47,0.36,34.6,steppe,NV-2000-12
609,NV-2001,1,-2.31,1.14,29.7,steppe,NV-2001-1
1785,NV-2001,2,-2.05,1.09,32.0,steppe,NV-2001-2
2961,NV-2001,3,-2.27,1.0,43.8,steppe,NV-2001-3
4137,NV-2001,4,-1.78,1.19,45.7,steppe,NV-2001-4
5313,NV-2001,5,-2.8,0.16,61.8,steppe,NV-2001-5
6489,NV-2001,6,-3.7,0.13,67.1,steppe,NV-2001-6
7665,NV-2001,7,-3.7,0.81,72.0,steppe,NV-2001-7
8841,NV-2001,8,-4.03,0.27,74.2,steppe,NV-2001-8
10017,NV-2001,9,-4.15,0.25,65.5,steppe,NV-2001-9
11193,NV-2001,10,-4.39,0.28,54.7,steppe,NV-2001-10
12369,NV-2001,11,-3.85,1.24,41.6,steppe,NV-2001-11
13545,NV-2001,12,-3.13,1.37,30.6,steppe,NV-2001-12
610,NV-2002,1,-3.08,0.67,30.8,steppe,NV-2002-1
1786,NV-2002,2,-3.17,0.57,35.2,steppe,NV-2002-2
2962,NV-2002,3,-3.25,0.53,38.2,steppe,NV-2002-3
4138,NV-2002,4,-3.21,0.86,49.5,steppe,NV-2002-4
5314,NV-2002,5,-3.75,0.4,55.7,steppe,NV-2002-5
6490,NV-2002,6,-4.34,0.26,67.6,steppe,NV-2002-6
7666,NV-2002,7,-4.83,0.31,76.3,steppe,NV-2002-7
8842,NV-2002,8,-5.23,0.06,70.3,steppe,NV-2002-8
10018,NV-2002,9,-4.89,0.47,63.2,steppe,NV-2002-9
11194,NV-2002,10,-4.72,0.36,49.1,steppe,NV-2002-10
12370,NV-2002,11,-4.33,0.94,40.2,steppe,NV-2002-11
13546,NV-2002,12,-4.15,0.81,33.5,steppe,NV-2002-12
611,NV-2003,1,-4.8,0.52,40.7,steppe,NV-2003-1
1787,NV-2003,2,-4.52,1.05,34.1,steppe,NV-2003-2
2963,NV-2003,3,-4.67,0.8,42.7,steppe,NV-2003-3
4139,NV-2003,4,-3.47,1.68,44.2,steppe,NV-2003-4
5315,NV-2003,5,-3.35,0.9,57.0,steppe,NV-2003-5
6491,NV-2003,6,-4.23,0.1,67.8,steppe,NV-2003-6
7667,NV-2003,7,-4.65,0.5,77.0,steppe,NV-2003-7
8843,NV-2003,8,-3.83,1.15,72.4,steppe,NV-2003-8
10019,NV-2003,9,-3.88,0.31,64.8,steppe,NV-2003-9
11195,NV-2003,10,-4.41,0.12,57.0,steppe,NV-2003-10
12371,NV-2003,11,-3.76,0.98,35.9,steppe,NV-2003-11
13547,NV-2003,12,-2.78,1.71,33.3,steppe,NV-2003-12
612,NV-2004,1,-2.81,0.53,30.4,steppe,NV-2004-1
1788,NV-2004,2,-1.83,1.65,32.3,steppe,NV-2004-2
2964,NV-2004,3,-2.73,0.34,47.9,steppe,NV-2004-3
4140,NV-2004,4,-2.73,1.02,49.4,steppe,NV-2004-4
5316,NV-2004,5,-2.96,0.59,56.8,steppe,NV-2004-5
6492,NV-2004,6,-3.24,0.34,67.0,steppe,NV-2004-6
7668,NV-2004,7,-3.32,0.54,73.8,steppe,NV-2004-7
8844,NV-2004,8,0.11,0.82,70.1,steppe,NV-2004-8
10020,NV-2004,9,-0.15,0.45,61.5,steppe,NV-2004-9
11196,NV-2004,10,1.61,2.36,49.5,steppe,NV-2004-10
12372,NV-2004,11,1.97,1.4,37.8,steppe,NV-2004-11
13548,NV-2004,12,2.15,1.31,33.5,steppe,NV-2004-12
613,NV-2005,1,3.25,2.25,32.4,steppe,NV-2005-1
1789,NV-2005,2,3.68,1.43,35.4,steppe,NV-2005-2
2965,NV-2005,3,3.72,1.26,41.5,steppe,NV-2005-3
4141,NV-2005,4,3.93,1.34,45.8,steppe,NV-2005-4
5317,NV-2005,5,5.05,1.99,56.3,steppe,NV-2005-5
6493,NV-2005,6,5.71,0.51,61.5,steppe,NV-2005-6
7669,NV-2005,7,6.35,0.37,75.9,steppe,NV-2005-7
8845,NV-2005,8,5.77,0.59,71.4,steppe,NV-2005-8
10021,NV-2005,9,5.02,0.37,60.1,steppe,NV-2005-9
11197,NV-2005,10,4.56,0.86,51.7,steppe,NV-2005-10
12373,NV-2005,11,3.71,0.74,42.1,steppe,NV-2005-11
13549,NV-2005,12,3.93,1.84,33.9,steppe,NV-2005-12
614,NV-2006,1,3.85,1.47,34.1,steppe,NV-2006-1
1790,NV-2006,2,3.34,0.79,35.2,steppe,NV-2006-2
2966,NV-2006,3,3.84,1.74,35.8,steppe,NV-2006-3
4142,NV-2006,4,4.19,1.77,47.7,steppe,NV-2006-4
5318,NV-2006,5,-0.04,0.54,59.0,steppe,NV-2006-5
6494,NV-2006,6,-0.09,0.29,68.9,steppe,NV-2006-6
7670,NV-2006,7,-0.15,0.68,76.2,steppe,NV-2006-7
8846,NV-2006,8,-0.9,0.06,70.1,steppe,NV-2006-8
10022,NV-2006,9,-1.27,0.2,61.5,steppe,NV-2006-9
11198,NV-2006,10,-1.0,0.86,49.7,steppe,NV-2006-10
12374,NV-2006,11,-1.28,0.61,40.2,steppe,NV-2006-11
13550,NV-2006,12,-1.53,0.66,31.1,steppe,NV-2006-12
615,NV-2007,1,-2.16,0.33,27.4,steppe,NV-2007-1
1791,NV-2007,2,-2.32,1.01,36.8,steppe,NV-2007-2
2967,NV-2007,3,-3.17,0.59,45.9,steppe,NV-2007-3
4143,NV-2007,4,-3.43,0.9,49.2,steppe,NV-2007-4
5319,NV-2007,5,-4.64,0.28,58.8,steppe,NV-2007-5
6495,NV-2007,6,-5.51,0.34,67.6,steppe,NV-2007-6
7671,NV-2007,7,-6.08,0.39,76.9,steppe,NV-2007-7
8847,NV-2007,8,-5.85,0.57,72.9,steppe,NV-2007-8
10023,NV-2007,9,-4.93,0.87,61.4,steppe,NV-2007-9
11199,NV-2007,10,-4.55,0.61,49.9,steppe,NV-2007-10
12375,NV-2007,11,-4.84,0.32,42.3,steppe,NV-2007-11
13551,NV-2007,12,-4.09,1.38,29.2,steppe,NV-2007-12
616,NV-2008,1,-3.32,1.48,27.6,steppe,NV-2008-1
1792,NV-2008,2,-2.87,1.1,34.6,steppe,NV-2008-2
2968,NV-2008,3,-3.14,0.38,40.2,steppe,NV-2008-3
4144,NV-2008,4,-3.35,0.23,45.2,steppe,NV-2008-4
5320,NV-2008,5,-3.15,1.01,54.2,steppe,NV-2008-5
6496,NV-2008,6,-3.43,0.25,65.4,steppe,NV-2008-6
7672,NV-2008,7,-3.68,0.32,74.3,steppe,NV-2008-7
8848,NV-2008,8,-4.07,0.17,73.2,steppe,NV-2008-8
10024,NV-2008,9,-4.26,0.14,63.9,steppe,NV-2008-9
11200,NV-2008,10,-4.28,0.37,52.0,steppe,NV-2008-10
12376,NV-2008,11,-4.03,1.12,44.4,steppe,NV-2008-11
13552,NV-2008,12,-3.57,1.12,30.0,steppe,NV-2008-12
617,NV-2009,1,-3.52,0.87,34.4,steppe,NV-2009-1
1793,NV-2009,2,-3.18,1.14,35.3,steppe,NV-2009-2
2969,NV-2009,3,-3.27,0.65,40.0,steppe,NV-2009-3
4145,NV-2009,4,-2.81,1.05,46.1,steppe,NV-2009-4
5321,NV-2009,5,-3.26,0.61,60.6,steppe,NV-2009-5
6497,NV-2009,6,-2.38,1.84,62.4,steppe,NV-2009-6
7673,NV-2009,7,-2.57,0.4,74.1,steppe,NV-2009-7
8849,NV-2009,8,-2.75,0.35,70.2,steppe,NV-2009-8
10025,NV-2009,9,-3.14,0.14,66.7,steppe,NV-2009-9
11201,NV-2009,10,-2.69,0.78,47.9,steppe,NV-2009-10
12377,NV-2009,11,-3.2,0.18,40.7,steppe,NV-2009-11
13553,NV-2009,12,0.1,1.21,26.0,steppe,NV-2009-12
618,NV-2010,1,0.35,1.45,32.9,steppe,NV-2010-1
1794,NV-2010,2,0.27,1.03,35.8,steppe,NV-2010-2
2970,NV-2010,3,0.11,0.94,39.9,steppe,NV-2010-3
4146,NV-2010,4,0.59,1.27,44.2,steppe,NV-2010-4
5322,NV-2010,5,1.09,1.07,49.2,steppe,NV-2010-5
6498,NV-2010,6,-0.26,0.2,64.8,steppe,NV-2010-6
7674,NV-2010,7,-0.51,0.35,74.1,steppe,NV-2010-7
8850,NV-2010,8,-0.98,0.25,69.9,steppe,NV-2010-8
10026,NV-2010,9,-1.32,0.26,63.9,steppe,NV-2010-9
11202,NV-2010,10,1.33,2.23,52.9,steppe,NV-2010-10
12378,NV-2010,11,1.52,1.19,37.4,steppe,NV-2010-11
13554,NV-2010,12,2.89,2.82,35.6,steppe,NV-2010-12
619,NV-2011,1,2.26,0.29,32.9,steppe,NV-2011-1
1795,NV-2011,2,2.21,0.83,32.8,steppe,NV-2011-2
2971,NV-2011,3,2.5,1.57,40.6,steppe,NV-2011-3
4147,NV-2011,4,2.75,1.22,44.4,steppe,NV-2011-4
5323,NV-2011,5,3.53,1.53,50.8,steppe,NV-2011-5
6499,NV-2011,6,4.0,0.55,62.4,steppe,NV-2011-6
7675,NV-2011,7,4.5,0.5,71.9,steppe,NV-2011-7
8851,NV-2011,8,-0.21,0.23,72.5,steppe,NV-2011-8
10027,NV-2011,9,-0.35,0.48,65.6,steppe,NV-2011-9
11203,NV-2011,10,-0.23,0.93,52.4,steppe,NV-2011-10
12379,NV-2011,11,-0.63,0.38,37.6,steppe,NV-2011-11
13555,NV-2011,12,-1.43,0.11,30.9,steppe,NV-2011-12
620,NV-2012,1,-1.75,0.95,35.0,steppe,NV-2012-1
1796,NV-2012,2,-2.26,0.53,34.6,steppe,NV-2012-2
2972,NV-2012,3,-2.52,1.01,42.4,steppe,NV-2012-3
4148,NV-2012,4,-2.86,0.67,49.9,steppe,NV-2012-4
5324,NV-2012,5,-4.12,0.3,58.0,steppe,NV-2012-5
6500,NV-2012,6,-5.23,0.09,66.2,steppe,NV-2012-6
7676,NV-2012,7,-5.28,0.85,73.7,steppe,NV-2012-7
8852,NV-2012,8,-4.66,1.0,74.2,steppe,NV-2012-8
10028,NV-2012,9,-4.41,0.53,66.2,steppe,NV-2012-9
11204,NV-2012,10,-4.18,0.67,53.4,steppe,NV-2012-10
12380,NV-2012,11,-4.44,0.48,43.4,steppe,NV-2012-11
13556,NV-2012,12,-3.35,1.81,31.3,steppe,NV-2012-12
621,NV-2013,1,-3.29,0.68,26.0,steppe,NV-2013-1
1797,NV-2013,2,-3.45,0.38,33.3,steppe,NV-2013-2
2973,NV-2013,3,-4.08,0.42,44.7,steppe,NV-2013-3
4149,NV-2013,4,-4.41,0.51,48.4,steppe,NV-2013-4
5325,NV-2013,5,-4.77,0.7,56.5,steppe,NV-2013-5
6501,NV-2013,6,-5.55,0.12,68.6,steppe,NV-2013-6
7677,NV-2013,7,-5.59,0.76,76.3,steppe,NV-2013-7
8853,NV-2013,8,-5.36,0.54,71.6,steppe,NV-2013-8
10029,NV-2013,9,-3.89,1.39,62.5,steppe,NV-2013-9
11205,NV-2013,10,-3.55,0.59,48.1,steppe,NV-2013-10
12381,NV-2013,11,-3.53,0.74,41.5,steppe,NV-2013-11
13557,NV-2013,12,-3.58,0.63,28.4,steppe,NV-2013-12
622,NV-2014,1,-4.12,0.51,37.1,steppe,NV-2014-1
1798,NV-2014,2,-4.1,1.2,39.2,steppe,NV-2014-2
2974,NV-2014,3,-4.2,1.03,43.4,steppe,NV-2014-3
4150,NV-2014,4,-4.29,0.66,49.0,steppe,NV-2014-4
5326,NV-2014,5,-4.89,0.79,57.4,steppe,NV-2014-5
6502,NV-2014,6,-5.86,0.12,66.7,steppe,NV-2014-6
7678,NV-2014,7,-5.99,0.77,76.1,steppe,NV-2014-7
8854,NV-2014,8,-4.55,1.49,69.5,steppe,NV-2014-8
10030,NV-2014,9,-3.5,1.19,65.5,steppe,NV-2014-9
11206,NV-2014,10,-3.99,0.12,55.4,steppe,NV-2014-10
12382,NV-2014,11,-3.95,0.71,41.5,steppe,NV-2014-11
13558,NV-2014,12,-3.51,1.33,35.6,steppe,NV-2014-12
623,NV-2015,1,-4.03,0.5,37.7,steppe,NV-2015-1
1799,NV-2015,2,-4.72,0.58,42.8,steppe,NV-2015-2
2975,NV-2015,3,-5.75,0.38,47.6,steppe,NV-2015-3
4151,NV-2015,4,-5.97,0.7,47.8,steppe,NV-2015-4
5327,NV-2015,5,-5.23,2.11,55.4,steppe,NV-2015-5
6503,NV-2015,6,-6.12,0.56,71.0,steppe,NV-2015-6
7679,NV-2015,7,-5.63,1.22,70.9,steppe,NV-2015-7
8855,NV-2015,8,-5.53,0.49,72.7,steppe,NV-2015-8
10031,NV-2015,9,-5.41,0.34,65.9,steppe,NV-2015-9
11207,NV-2015,10,0.78,1.83,56.2,steppe,NV-2015-10
12383,NV-2015,11,1.16,1.29,35.9,steppe,NV-2015-11
13559,NV-2015,12,1.4,1.34,30.8,steppe,NV-2015-12
696,NY-1992,1,-2.31,2.08,22.2,continental humide ete frais,NY-1992-1
1872,NY-1992,2,-2.43,1.96,23.9,continental humide ete frais,NY-1992-2
3048,NY-1992,3,0.12,3.19,27.5,continental humide ete frais,NY-1992-3
4224,NY-1992,4,0.24,3.39,41.6,continental humide ete frais,NY-1992-4
